Code,Lat,Long,Cluster
100946,12.93735435,77.61928055,Koramangala
100947,12.92269,77.66868,ORR
100948,12.85026452,77.6576905,Electronic City
100949,12.92677,77.67125,ORR
100950,12.96644934,77.71797366,Whitefield
100951,12.96813,77.717,Whitefield
100952,12.93776186,77.62084981,Koramangala
100953,12.96873,77.66075,Indiranagar
100954,12.97148,77.66557,Indiranagar
100955,12.97088,77.66657,Indiranagar
100956,12.99139,77.70297,Whitefield
100957,12.8446052,77.65884586,Electronic City
100958,12.92789,77.67178,ORR
100959,12.84062434,77.66000323,Electronic City
100960,12.95785226,77.60207187,CBD
100961,12.97053,77.66745,Indiranagar
100962,12.971072,77.66945,Indiranagar
100963,12.98652,77.74401,Whitefield
100964,12.93937533,77.63216758,Koramangala
100965,12.95195728,77.62333901,Koramangala
100965,12.938258,77.628376,Koramangala
100965,12.94251701,77.61439615,Koramangala
100965,12.93708742,77.62720887,Koramangala
100966,12.93265436,77.63157795,Koramangala
100967,12.93147626,77.63274078,Koramangala
100968,12.90381363,77.65031885,Koramangala
100968,12.93048453,77.62202005,Koramangala
100969,12.9128789,77.6535846,Koramangala
100970,12.97087,77.67193,Indiranagar
100971,12.97501,77.66483,Indiranagar
100972,12.83925009,77.65945874,Electronic City
100973,12.84333491,77.66157467,Electronic City
100974,12.84764333,77.65011,Electronic City
100975,12.84993731,77.65056722,Electronic City
100976,12.93021,77.68476,ORR
100977,12.9374499,77.6929518,ORR
100978,12.95179,77.70026,ORR
100979,12.9236358,77.6401797,Koramangala
100980,12.846815,77.64428667,Electronic City
100981,12.97391,77.66288,Indiranagar
100982,12.9714196,77.6596419,Indiranagar
100983,12.96715,77.658,Indiranagar
100984,12.96293629,77.65672031,Indiranagar
100985,12.95382,77.70007,ORR
100986,12.91646,77.63899,Koramangala
100987,12.92327,77.64592,Koramangala
100988,12.96946062,77.65327555,Indiranagar
100989,12.90933,77.66349,Koramangala
100990,12.92746195,77.68653105,ORR
100991,12.974797,77.65514,Indiranagar
100992,12.97738655,77.66577758,Indiranagar
100993,12.91930418,77.66812254,ORR
100994,12.841355,77.64847,Electronic City
100995,12.97494136,77.72717048,Whitefield
100996,12.9711151,77.7263636,Whitefield
100997,12.96976835,77.68227996,Indiranagar
100998,12.84179526,77.64608391,Electronic City
100999,12.90839,77.6635,Koramangala
101000,12.84648315,77.65878718,Electronic City
101001,12.9961045,77.668187,Indiranagar
101002,12.83982084,77.64576707,Electronic City
101003,12.96713,77.71259,Whitefield
101004,12.84020069,77.64634039,Electronic City
101005,12.83917229,77.66297176,Electronic City
101006,12.91609,77.67397,ORR
101007,12.91446,77.67638,ORR
101008,12.91275,77.68078,ORR
101009,12.91125,77.68368,ORR
101009,12.91096,77.68456,ORR
101010,12.9938961,77.6629181,Indiranagar
101011,12.990023,77.654917,Indiranagar
101012,12.9868538,77.647934,Indiranagar
101013,12.985114,77.643098,Indiranagar
101014,12.9347305,77.6131045,Koramangala
101015,12.90987833,77.68713,ORR
101016,12.93367669,77.61594292,Koramangala
101017,12.95721,77.7131,Whitefield
101018,12.95795,77.7157,Whitefield
101019,12.9375111,77.6185442,Koramangala
101020,12.959207,77.659931,Indiranagar
101021,12.83652999,77.6647028,Electronic City
101022,12.85067769,77.65371412,Electronic City
101023,12.85100424,77.6521799,Electronic City
101024,12.85013376,77.6463994,Electronic City
101025,12.90266,77.70517,ORR
101026,12.9376721,77.6241563,Koramangala
101027,12.9587612,77.6648104,Indiranagar
101028,12.958479,77.665082,Indiranagar
101029,12.9565499,77.6758987,Indiranagar
101030,12.9558376,77.6914474,Indiranagar
101031,12.944092,77.652694,Indiranagar
101032,12.980494,77.656465,Indiranagar
101033,12.99052,77.66181,Indiranagar
101033,12.9863,77.66983,Indiranagar
101034,12.958984,77.658285,Indiranagar
101035,12.95475,77.64849,Indiranagar
101036,12.96868,77.6363,Indiranagar
101037,12.9276305,77.6332963,Koramangala
101038,12.97455,77.64023,Indiranagar
101039,12.90377,77.70303,ORR
101040,12.85070286,77.64754873,Electronic City
101041,12.90924,77.68694,ORR
101042,12.82206374,77.66015511,Electronic City
101043,12.96978,77.7318,Whitefield
101044,12.972378,77.727067,Whitefield
101045,12.98049,77.63712,Indiranagar
101046,12.99756,77.68925,Whitefield
101047,12.90999,77.68582,ORR
101048,12.91038,77.68487,ORR
101049,12.9258635,77.6335296,Koramangala
101050,12.9369815,77.6230298,Koramangala
101051,12.91123,77.68274,ORR
101052,12.83883232,77.66277395,Electronic City
101053,12.956776,77.704115,Whitefield
101054,12.95575,77.72183,Whitefield
101055,12.84169229,77.66784333,Electronic City
101056,12.81977826,77.65757784,Electronic City
101057,12.84151773,77.64810897,Electronic City
101058,12.82219189,77.65783969,Electronic City
101059,12.84869333,77.65103833,Electronic City
101060,12.84321887,77.67404728,Electronic City
101061,12.83893986,77.65026446,Electronic City
101062,12.83975056,77.64997244,Electronic City
101063,12.9441192,77.6243325,Koramangala
101064,12.9560924,77.7284894,Whitefield
101065,12.9818454,77.6930147,Whitefield
101066,12.9682711,77.7014326,Whitefield
101067,12.9680992,77.7017595,Whitefield
101068,12.9826,77.75995,Whitefield
101069,12.848795,77.65016333,Electronic City
101070,12.982929,77.762397,Whitefield
101071,12.99606,77.75828,Whitefield
101072,13.0011391,77.7574383,Whitefield
101073,13.0085164,77.7584564,Whitefield
101074,13.0104072,77.7593338,Whitefield
101075,12.97918,77.64414,Indiranagar
101076,12.97932,77.64632,Indiranagar
101077,12.98243,77.64573,Indiranagar
101078,12.90316,77.661826,Koramangala
101079,12.927877,77.629014,Koramangala
101080,12.927865,77.630733,Koramangala
101081,12.9239069,77.6287243,Koramangala
101082,12.9258955,77.6285674,Koramangala
101083,12.920241,77.638123,Koramangala
101084,12.926938,77.633855,Koramangala
101085,12.93562,77.62872,Koramangala
101086,12.93407046,77.62925437,Koramangala
101087,12.91158,77.68221,ORR
101088,13.011484,77.759894,Whitefield
101089,12.91462,77.67253,ORR
101090,12.8505,77.635611,Electronic City
101091,12.92742,77.64008,Koramangala
101092,12.84027522,77.65050653,Electronic City
101093,12.91728,77.67225,ORR
101094,12.92806,77.63691,Koramangala
101095,12.931444,77.633668,Koramangala
101096,12.97793,77.65432,Indiranagar
101097,13.0129,77.76098,Whitefield
101098,12.91761,77.67175,ORR
101099,12.84573916,77.64747664,Electronic City
101100,12.83038333,77.65483667,Electronic City
101101,12.83031364,77.65501633,Electronic City
101102,12.83197922,77.65543073,Electronic City
101103,12.83222407,77.65528254,Electronic City
101104,12.83655026,77.661804,Electronic City
101105,12.83498801,77.65660487,Electronic City
101106,12.83519,77.65602,Electronic City
101107,12.93348,77.62294,Koramangala
101108,12.93405,77.6186,Koramangala
101109,12.93592,77.61564,Koramangala
101110,12.93583,77.61176,Koramangala
101110,12.9088393,77.62808125,Koramangala
101111,12.9122,77.626018,Koramangala
101112,12.909595,77.632513,Koramangala
101113,12.90835432,77.63606552,Koramangala
101114,12.91250828,77.63086472,Koramangala
101115,12.91089422,77.63133813,Koramangala
101116,12.91140501,77.63638671,Koramangala
101117,12.91391482,77.62920946,Koramangala
101118,12.9137207,77.63237145,Koramangala
101119,12.9176298,77.64301512,Koramangala
101120,12.91704714,77.64482763,Koramangala
101121,12.90913146,77.64343992,Koramangala
101122,12.91033376,77.6402273,Koramangala
101123,12.91222691,77.64464155,Koramangala
101124,12.91446612,77.63969589,Koramangala
101125,12.91384782,77.64258798,Koramangala
101126,12.91549062,77.64326926,Koramangala
101127,12.90779712,77.64045529,Koramangala
101128,12.90785921,77.6429997,Koramangala
101129,12.907658,77.644397,Koramangala
101130,12.91730833,77.65056833,Koramangala
101131,12.91676283,77.65346199,Koramangala
101132,12.920616,77.65057024,Koramangala
101133,12.91578506,77.64849555,Koramangala
101134,12.91502,77.65067167,Koramangala
101135,12.9111915,77.6523844,Koramangala
101136,12.9052431,77.6508364,Koramangala
101137,12.91962126,77.65024904,Koramangala
101138,12.91961407,77.65162535,Koramangala
101139,12.91902062,77.65158176,Koramangala
101140,12.91799646,77.652082,Koramangala
101141,12.91724713,77.65166156,Koramangala
101142,12.91583996,77.65256982,Koramangala
101143,12.9226868,77.651515,Koramangala
101144,12.9153965,77.6516948,Koramangala
101145,12.9136508,77.6518275,Koramangala
101146,12.977832,77.645805,Indiranagar
101147,12.9576,77.65396,Indiranagar
101148,12.9082494,77.651744,Koramangala
101149,12.91559,77.66769,ORR
101150,12.9031202,77.6485613,Koramangala
101151,12.9119615,77.6493941,Koramangala
101152,12.98516,77.67518,Indiranagar
101153,12.98504,77.67539,Indiranagar
101154,12.978407,77.63907,Indiranagar
101155,12.957172,77.641256,Indiranagar
101156,12.919741,77.666851,ORR
101157,13.01397,77.76118,Whitefield
101158,12.9604336,77.6416205,Indiranagar
101159,13.01612,77.76208,Whitefield
101160,13.01719,77.7619,Whitefield
101161,12.95348264,77.68923578,ORR
101162,12.94978011,77.68948115,ORR
101163,12.921832,77.668241,ORR
101164,12.93120121,77.68306922,ORR
101165,12.93035468,77.68251688,ORR
101166,12.9350615,77.7032444,ORR
101167,12.95926769,77.60174531,CBD
101168,12.8477849,77.6531648,Electronic City
101169,12.8467057,77.6529195,Electronic City
101170,12.83646952,77.66144626,Electronic City
101171,12.83629365,77.66292952,Electronic City
101172,12.84772465,77.67559357,Electronic City
101173,12.93775,77.71342,ORR
101174,13.0207201,77.7619945,Whitefield
101175,12.93656,77.71344,ORR
101176,12.98761,77.61806962,CBD
101177,12.847145,77.678105,Electronic City
101178,12.9113916,77.653124,Koramangala
101179,12.98262167,77.61535185,CBD
101180,12.98614979,77.61933189,CBD
101181,12.98092757,77.61610143,CBD
101182,12.97523414,77.61829421,CBD
101183,12.98924429,77.61786036,CBD
101184,12.96512025,77.61439833,CBD
101185,12.966525,77.641378,Indiranagar
101186,12.97605129,77.57119479,CBD
101187,12.97455718,77.57307652,CBD
101188,12.99191712,77.61083666,CBD
101189,12.99331544,77.6088547,CBD
101190,12.99524251,77.60305314,CBD
101191,12.98637522,77.62237217,CBD
101192,12.99416176,77.59801774,CBD
101193,12.98973985,77.6152655,CBD
101194,12.99109406,77.61289686,CBD
101195,12.9934905,77.6073613,CBD
101196,12.99554162,77.60108616,CBD
101197,12.99546273,77.59954187,CBD
101198,12.99552699,77.60171317,CBD
101199,12.97073,77.61685,CBD
101200,12.96322182,77.60057889,CBD
101201,12.9667708,77.598823,CBD
101202,12.97116,77.600946,CBD
101203,12.9723133,77.5986614,CBD
101204,12.9731863,77.6004847,CBD
101205,12.97567,77.5998133,CBD
101206,12.9656177,77.6027568,CBD
101207,12.9658121,77.6044872,CBD
101208,12.966099,77.606626,CBD
101209,12.968304,77.641461,Indiranagar
101210,12.9668926,77.609911,CBD
101211,12.9679048,77.6070752,CBD
101212,12.9679048,77.6070752,CBD
101213,12.9706019,77.6042254,CBD
101214,12.9703046,77.6066454,CBD
101215,12.97282,77.60342,CBD
101216,12.9066317,77.6489582,Koramangala
101217,12.9119736,77.6412368,Koramangala
101218,12.94370951,77.58190482,Jayanagar
101219,12.91202527,77.65186172,Koramangala
101220,12.9422556,77.701435,ORR
101221,12.927031,77.697384,ORR
101222,12.948664,77.713346,ORR
101223,12.84533775,77.68094894,Electronic City
101224,12.84493306,77.67898824,Electronic City
101225,12.9728344,77.6057499,CBD
101226,12.97321372,77.60963637,CBD
101227,12.97506833,77.60131833,CBD
101228,12.981272,77.642637,Indiranagar
101229,12.97623225,77.60241922,CBD
101230,12.97474439,77.60590911,CBD
101231,12.97465846,77.6065411,CBD
101232,12.9804194,77.6096443,CBD
101233,12.98076504,77.61004306,CBD
101234,12.921308,77.643977,Koramangala
101235,12.8468692,77.68007822,Electronic City
101236,12.90578727,77.70493608,ORR
101237,12.84926982,77.67747749,Electronic City
101238,12.85178875,77.67622523,Electronic City
101239,13.02159,77.76215,Whitefield
101240,13.024632,77.761472,Whitefield
101241,13.0260159,77.7612207,Whitefield
101242,13.03051,77.76121,Whitefield
101243,12.98389,77.75258,Whitefield
101244,12.97965603,77.75888886,Whitefield
101245,12.979189,77.750889,Whitefield
101246,12.984739,77.74432,Whitefield
101247,12.94176155,77.58275104,Jayanagar
101248,12.9402933,77.58288313,Jayanagar
101249,12.93948994,77.58281801,Jayanagar
101250,12.93938742,77.58059594,Jayanagar
101251,12.93932805,77.58168971,Jayanagar
101252,12.93893316,77.58278289,Jayanagar
101253,12.93711883,77.58407846,Jayanagar
101254,12.93932678,77.58411418,Jayanagar
101255,12.94065312,77.58427793,Jayanagar
101256,12.891464,77.710488,NA
101257,12.94457603,77.58536138,Jayanagar
101258,12.892902,77.707813,NA
101259,12.94996,77.62554,Koramangala
101260,12.94602552,77.58778934,Jayanagar
101261,12.94314042,77.58999256,Jayanagar
101262,12.9560817,77.7225133,Whitefield
101263,12.96653,77.71786,Whitefield
101264,12.96879,77.71328,Whitefield
101265,12.98287,77.75548,Whitefield
101266,12.98311,77.7539,Whitefield
101267,12.98741,77.73983,Whitefield
101268,12.984294,77.729132,Whitefield
101269,12.97915,77.72713,Whitefield
101270,12.97601,77.71054,Whitefield
101271,12.95757,77.71555,Whitefield
101272,12.95938,77.716,Whitefield
101273,12.95911,77.71767,Whitefield
101274,12.95992,77.74693,Whitefield
101275,12.96876,77.742788,Whitefield
101276,12.96788,77.7578,Whitefield
101277,12.9558938,77.70928509,Whitefield
101278,12.971315,77.712196,Whitefield
101279,12.94466749,77.5894535,Jayanagar
101280,12.94573411,77.58899956,Jayanagar
101281,12.93365972,77.58399682,Jayanagar
101282,12.93514,77.5841,Jayanagar
101283,12.93519275,77.58271517,Jayanagar
101284,12.93598132,77.58273857,Jayanagar
101285,12.93729289,77.58287092,Jayanagar
101286,12.93654801,77.58338626,Jayanagar
101287,12.96867458,77.61065427,CBD
101288,12.96749347,77.61103112,CBD
101289,12.96870725,77.61456091,CBD
101290,12.96963711,77.61202052,CBD
101291,12.97022978,77.61718646,CBD
101292,12.971145,77.61847,CBD
101293,12.97176167,77.61057,CBD
101294,12.977997,77.639185,Indiranagar
101295,12.97168761,77.6147889,CBD
101296,12.97303795,77.61729006,CBD
101297,12.97296966,77.61679687,CBD
101298,12.973935,77.612325,CBD
101299,12.97884203,77.58272275,CBD
101300,12.97881916,77.58318409,CBD
101301,12.97247833,77.617155,CBD
101302,12.97532725,77.60763008,CBD
101303,12.97568174,77.58662604,CBD
101304,12.96798487,77.59260636,CBD
101305,12.93813145,77.58281542,Jayanagar
101306,12.98112704,77.59676881,CBD
101307,12.97369302,77.58674037,CBD
101308,12.96633523,77.58796044,CBD
101309,12.96752,77.59397,CBD
101310,12.9427542,77.58295673,Jayanagar
101311,12.94356866,77.58326263,Jayanagar
101312,12.94233588,77.58501285,Jayanagar
101313,12.98422667,77.76394333,Whitefield
101314,12.91890635,77.67280674,ORR
101315,12.9743553,77.6977466,Whitefield
101316,12.964696,77.722284,Whitefield
101317,12.928541,77.628413,Koramangala
101318,12.9287765,77.6184107,Koramangala
101319,12.9285163,77.619351,Koramangala
101320,12.97556053,77.58768786,CBD
101321,12.97157,77.59388,CBD
101322,12.96798487,77.59260636,CBD
101323,12.98043474,77.59770356,CBD
101324,12.9792252,77.5892343,CBD
101325,12.9777733,77.5910366,CBD
101326,12.94294111,77.58533544,Jayanagar
101327,12.94355793,77.58704444,Jayanagar
101328,12.94552294,77.58711801,Jayanagar
101329,12.94623684,77.58859172,Jayanagar
101330,12.94778455,77.5920697,Jayanagar
101331,12.94666957,77.59493651,Jayanagar
101332,12.938858,77.59862136,Jayanagar
101333,12.94790143,77.59763708,Jayanagar
101334,12.94749134,77.59676387,Jayanagar
101335,12.94665826,77.59601438,Jayanagar
101336,12.94730361,77.59413522,Jayanagar
101337,12.9443299,77.5962904,Jayanagar
101338,12.94355715,77.59709484,Jayanagar
101339,12.91235,77.58186,Jayanagar
101340,12.92328486,77.59277701,Jayanagar
101341,12.90687595,77.59884752,Jayanagar
101342,12.916993,77.596798,Jayanagar
101343,12.979095,77.59137333,CBD
101344,12.979414,77.5891299,CBD
101345,12.9934787,77.662094,Indiranagar
101346,12.94472,77.58037,Jayanagar
101347,12.94096,77.5802,Jayanagar
101348,12.93527,77.58023,Jayanagar
101349,12.93231112,77.58022763,Jayanagar
101350,12.92753,77.58066,Jayanagar
101351,12.92065,77.58998,Jayanagar
101352,12.9277,77.58826,Jayanagar
101353,12.92782,77.58777,Jayanagar
101354,12.90658402,77.59777799,Jayanagar
101355,12.905066,77.59501733,Jayanagar
101356,12.92155,77.57134,Jayanagar
101357,12.91046709,77.58473374,Jayanagar
101358,12.92328486,77.59277701,Jayanagar
101359,12.90173,77.59488,Jayanagar
101360,12.89834,77.59492,Jayanagar
101361,12.90696932,77.58561719,Jayanagar
101362,12.91047,77.58368,Jayanagar
101363,12.91136,77.57422,Jayanagar
101364,12.94869702,77.59667714,Jayanagar
101365,12.92006275,77.57632401,Jayanagar
101366,12.92006275,77.57632401,Jayanagar
101367,12.89843,77.58595,Jayanagar
101368,12.94596001,77.58020416,Jayanagar
101369,12.94638381,77.57992387,Jayanagar
101370,12.93831797,77.57990442,Jayanagar
101371,12.93859715,77.58022696,Jayanagar
101372,12.92959595,77.58041102,Jayanagar
101373,12.92977993,77.57993996,Jayanagar
101374,12.92069541,77.58047372,Jayanagar
101375,12.9217042,77.57996209,Jayanagar
101376,12.92069541,77.58047372,Jayanagar
101377,12.9159429,77.57399317,Jayanagar
101378,12.91610565,77.5734356,Jayanagar
101379,12.90727456,77.57336922,Jayanagar
101380,12.90760006,77.57288039,Jayanagar
101381,12.89549199,77.56986894,Jayanagar
101382,12.8958917,77.56971672,Jayanagar
101383,12.92169,77.58998,Jayanagar
101384,12.92169,77.58998,Jayanagar
101385,12.94361883,77.58050757,Jayanagar
101386,12.97346627,77.59067148,CBD
101387,12.956481,77.592499,CBD
101388,12.983197,77.614337,CBD
101389,12.96904,77.60206,CBD
101390,12.96752,77.59397,CBD
101391,12.97062,77.59243,CBD
101392,12.9791,77.59229,CBD
101393,12.97968,77.59282,CBD
101394,12.982333,77.593601,CBD
101395,12.98475,77.5927,CBD
101396,12.98941,77.59311,CBD
101397,12.964561,77.60257,CBD
101398,12.9658,77.60316,CBD
101399,12.965815,77.609217,CBD
101400,12.96948,77.60266,CBD
101401,12.97061,77.6044,CBD
101402,12.99903763,77.60032758,NA
101403,12.97051,77.60671,CBD
101404,12.9905487,77.6553689,Indiranagar
101405,12.9728,77.60561,CBD
101406,12.97159,77.60657,CBD
101407,12.97541,77.60156,CBD
101408,12.97489,77.6054,CBD
101409,12.977019,77.608886,CBD
101410,12.96859,77.61054,CBD
101411,12.967315,77.611084,CBD
101412,12.99903763,77.60032758,NA
101413,12.96962,77.612,CBD
101414,12.95538374,77.63710655,Indiranagar